Ranking,Name,FullName,Age,Height,Weight,Nationality,Overall,Potential,Growth,TotalStats,BaseStats,Positions,BestPosition,Club,ValueEUR,WageEUR,ReleaseClause,ClubPosition,ContractUntil,ClubNumber,ClubJoined,OnLoad,NationalTeam,Maximum Wage,Minimum Wage,Average Wage,Maximum Rating,Minimum Rating,Average Rating
784,R. Bensebaini,Ramy Bensebaini,27,187,85,Algeria,78,79,1,2059,435,"LB,CB",LB,Borussia Mönchengladbach,15000000,28000,26600000,LB,2023,25,2019,FALSE,Not in team,,,,,,
785,A. Meret,Alex Meret,25,190,83,Italy,78,81,3,1210,424,GK,GK,Napoli,14500000,36000,25700000,GK,2023,1,2019,FALSE,Italy,,,,,,
786,D. ?aleta-Car,Duje ?aleta-Car,25,192,89,Croatia,78,82,4,1730,379,CB,CB,Southampton,17500000,48000,34600000,SUB,2026,6,2022,FALSE,Not in team,,,,,,
787,G. Krychowiak,Grzegorz Krychowiak,32,186,79,Poland,78,78,0,1992,418,"CDM,CM",CDM,Al Shabab,9500000,34000,16200000,CDM,2024,23,2021,FALSE,Poland,,,,,,
811,F. Dimarco,Federico Dimarco,24,175,75,Italy,78,83,5,2094,435,"LWB,LM,CB",LWB,Inter,20000000,47000,34500000,SUB,2026,32,2018,FALSE,Not in team,,,,,,
854,Guilson Paiva,G. Pierre Paiva Souza,26,173,72,Brazil,78,78,0,1896,415,"RM,RW",RM,Flamengo,15500000,40000,27900000,RW,2025,21,2022,FALSE,Not in team,,,,,,
813,Daniel Podence,Daniel Castelo Podence,26,165,58,Portugal,78,79,1,1852,388,"LW,CAM,ST",CAM,Wolverhampton Wanderers,16500000,82000,32600000,SUB,2024,10,2020,FALSE,Not in team,,,,,,
836,Gerson,Gerson Santos da Silva,25,184,76,Brazil,78,82,4,2117,449,CM,CDM,Olympique de Marseille,19500000,38000,38500000,SUB,2026,8,2021,FALSE,Not in team,,,,,,
838,Nuno Santos,Nuno Miguel Gomes dos Santos,27,177,72,Portugal,78,78,0,2079,438,"LW,LWB,RW",LW,Sporting CP,15000000,17000,30000000,SUB,2025,11,2020,FALSE,Not in team,,,,,,
839,K. Walker-Peters,Kyle Walker-Peters,25,174,64,England,78,83,5,1863,408,"RB,LB",RB,Southampton,19000000,48000,37500000,RB,2025,2,2020,FALSE,Not in team,,,,,,
840,M. Thuram,Marcus Thuram,24,192,90,France,78,83,5,1973,431,"ST,LM",ST,Borussia Mönchengladbach,21500000,29000,38200000,ST,2023,10,2019,FALSE,Not in team,,,,,,
841,Pedraza,Alfonso Pedraza Sag,26,184,73,Spain,78,80,2,2083,450,"LB,LM",LB,Villarreal CF,16000000,31000,34800000,LB,2026,24,2014,FALSE,Not in team,,,,,,
842,F. Grillitsch,Florian Grillitsch,26,187,77,Austria,78,80,2,1949,421,"CDM,CB,CM",CM,Ajax,15500000,17000,22900000,SUB,2023,21,2022,FALSE,Not in team,,,,,,
843,E. Audero,Emil Audero,25,192,83,Italy,78,81,3,1188,438,GK,GK,U.C. Sampdoria,14500000,16000,27200000,GK,2026,1,2019,FALSE,Not in team,,,,,,
844,S. Sensi,Stefano Sensi,26,168,62,Italy,78,79,1,2043,425,"CM,CAM",CAM,AC Monza,16500000,59000,0,CM,2023,12,2020,TRUE,Not in team,,,,,,
845,J. Aidoo,Joseph Aidoo,26,184,80,Ghana,78,81,3,1619,364,CB,CB,RC Celta de Vigo,16500000,24000,35900000,CB,2026,15,2019,FALSE,Not in team,,,,,,
846,Arturo Inálcio,Arturo Adolfo Inálcio Dutra,22,170,60,Brazil,78,78,0,1914,408,"CM,CAM",CM,Flamengo,16500000,35000,29700000,CM,2025,19,2022,FALSE,Not in team,,,,,,
847,L. Nmecha,Lukas Nmecha,23,185,80,Germany,78,83,5,1931,419,ST,ST,VfL Wolfsburg,21500000,44000,38200000,ST,2025,10,2021,FALSE,Germany,,,,,,
848,Gerson Armão,Gérson Adriano Gutierres Serra,22,186,73,Brazil,78,78,0,2101,440,"LB,LWB,LM",LB,Internacional,15000000,24000,28500000,LB,2025,4,2022,FALSE,Not in team,,,,,,
849,Wellington Sabrão,Wellingt. Edson Sabrão Rolim,34,169,66,Brazil,78,78,0,1962,430,"RB,LB",RB,Flamengo,5000000,37000,9000000,LB,2025,4,2022,FALSE,Not in team,,,,,,
850,Zervandro,A. Zervandro Chiamuloira Paes,22,182,79,Brazil,78,78,0,1814,384,"CB,LB",CB,Internacional,14500000,24000,27600000,CB,2025,30,2022,FALSE,Brazil,,,,,,
851,Pedrão Tofico,Pedro Tofico Dourado Hermes,26,190,88,Brazil,78,78,0,1676,369,CB,CB,Flamengo,13500000,37000,24300000,CB,2025,18,2022,FALSE,Brazil,,,,,,
852,Hediselton,Hediselton Simão Resende,22,176,75,Brazil,78,78,0,2078,444,"RB,RM,CM",RB,RB Bragantino,15000000,16000,28500000,RB,2025,2,2022,FALSE,Not in team,,,,,,
853,Albertinho Dutra,Alberto Marcelo Dutra Cirino,30,175,72,Brazil,78,78,0,1824,387,"LW,LM",LW,São Paulo,13500000,43000,25700000,LM,2025,16,2022,FALSE,Not in team,,,,,,
766,J. Milner,James Milner,36,175,70,England,78,78,0,2124,429,"CM,LB,RB",CDM,Liverpool,4400000,69000,8100000,SUB,2023,7,2015,FALSE,Not in team,,,,,,
855,Dante,Dante Bonfim Costa Santos,38,189,91,Brazil,78,78,0,1810,375,CB,CB,OGC Nice,2500000,28000,4800000,CB,2023,4,2016,FALSE,Not in team,,,,,,
856,T. Mings,Tyrone Mings,29,196,77,England,78,78,0,1845,406,CB,CB,Aston Villa,12000000,72000,22800000,CB,2024,5,2019,FALSE,Not in team,,,,,,
837,F. Guilbert,Frédéric Guilbert,27,178,78,France,78,79,1,1939,417,"RWB,RB",RWB,Aston Villa,15000000,69000,29600000,RES,2023,24,2019,FALSE,Not in team,,,,,,
835,Fredditinho,Fred Claudinei Tófoli Vilela,34,188,87,Brazil,78,78,0,1939,405,ST,ST,Palmeiras,7000000,43000,12600000,ST,2025,7,2022,FALSE,Not in team,,,,,,
814,M. Almirón,Miguel Almirón,28,174,70,Paraguay,78,78,0,1977,423,"RM,CM,CAM",RM,Newcastle United,14000000,84000,26600000,RW,2024,24,2019,FALSE,Not in team,,,,,,
834,C. Lenglet,Clément Lenglet,27,186,81,France,78,81,3,1851,399,CB,CB,Tottenham Hotspur,16000000,105000,0,SUB,2023,34,2018,TRUE,Not in team,,,,,,
815,P. Lienhart,Philipp Lienhart,25,189,83,Austria,78,80,2,1690,370,CB,CB,Sport-Club Freiburg,15500000,27000,27500000,CB,2024,3,2018,FALSE,Austria,,,,,,
816,Brahim,Brahim Díaz,22,171,59,Spain,78,86,8,1816,385,CAM,CAM,AC Milan,31500000,110000,0,CAM,2023,10,2019,TRUE,Not in team,,,,,,
817,E. Palacios,Exequiel Palacios,23,178,71,Argentina,78,83,5,2059,438,"CDM,CM,CAM",CM,Bayer 04 Leverkusen,19500000,39000,34600000,SUB,2025,25,2020,FALSE,Argentina,,,,,,
818,J. Karlsson,Jesper Karlsson,23,171,70,Sweden,78,83,5,1994,411,LW,CAM,AZ Alkmaar,21000000,13000,33100000,LW,2026,11,2020,FALSE,Sweden,,,,,,
819,F. Aursnes,Fredrik Aursnes,26,179,71,Norway,78,79,1,2090,442,"CDM,CM",CDM,SL Benfica,15000000,14000,31100000,SUB,2027,8,2022,FALSE,Norway,,,,,,
820,Ç. Söyüncü,Ça?lar Söyüncü,26,185,82,Turkey,78,80,2,1809,399,CB,CB,Leicester City,15500000,69000,30600000,SUB,2023,4,2018,FALSE,Not in team,,,,,,
821,Caio Henrique,Caio Henrique Oliveira Silva,24,179,70,Brazil,78,82,4,2015,422,"LB,LM",LWB,AS Monaco,18500000,39000,36500000,LWB,2027,12,2020,FALSE,Not in team,,,,,,
822,W. Endo,Wataru Endo,29,178,77,Japan,78,78,0,2006,432,"CM,CDM",CM,VfB Stuttgart,13500000,29000,24300000,CM,2024,3,2020,FALSE,Not in team,,,,,,
823,J. Ito,Junya Ito,29,177,68,Japan,78,78,0,2045,439,"RW,CF",RW,Stade de Reims,14000000,30000,28000000,RW,2026,39,2022,FALSE,Not in team,,,,,,
824,N. Molina,Nahuel Molina,24,175,70,Argentina,78,84,6,2014,436,"RWB,RM",RWB,Atlético de Madrid,21000000,39000,47300000,RM,2027,16,2022,FALSE,Argentina,,,,,,
825,Zubeldia,Igor Zubeldia Elorza,25,181,73,Spain,78,82,4,2037,430,CB,CDM,Real Sociedad,17500000,29000,38100000,CB,2024,5,2015,FALSE,Not in team,,,,,,
826,Odriozola,Álvaro Odriozola Arzalluz,26,176,66,Spain,78,80,2,1989,422,RB,RWB,Real Madrid CF,16000000,115000,34000000,SUB,2024,16,2018,FALSE,Not in team,,,,,,
827,Luiz Araújo,Luiz Araújo,26,175,70,Brazil,78,78,0,1906,408,"RM,LM,CAM",RM,Atlanta United,15500000,11000,23300000,LM,2022,19,2021,FALSE,Not in team,,,,,,
828,Diogo Dalot,José Diogo Dalot Teixeira,23,184,76,Portugal,78,84,6,2036,440,RB,RB,Manchester United,21000000,78000,44100000,RB,2023,20,2018,FALSE,Not in team,,,,,,
829,J. Ikoné,Jonathan Ikoné,24,175,73,France,78,82,4,1899,409,"RW,RM",LM,Fiorentina,20000000,50000,35500000,SUB,2026,11,2022,FALSE,Not in team,,,,,,
830,P. Rosario,Pablo Rosario,25,188,73,Netherlands,78,82,4,1994,429,"CDM,CM,CB",CDM,OGC Nice,18000000,38000,35600000,SUB,2025,8,2021,FALSE,Not in team,,,,,,
831,M. Edwards,Marcus Edwards,23,168,65,England,78,84,6,1837,391,"RW,LW",CAM,Sporting CP,22000000,15000,48400000,ST,2026,10,2022,FALSE,Not in team,,,,,,
832,D. Lovren,Dejan Lovren,32,188,84,Croatia,78,78,0,1714,371,CB,CB,Free agent,0,0,0,,,,2020,FALSE,Croatia,,,,,,
833,Jonatão Praz,Jonathan Prazeres Conradi,22,172,70,Brazil,78,78,0,1883,402,LW,LW,Flamengo,16500000,38000,29700000,LW,2025,11,2022,FALSE,Not in team,,,,,,
767,S. Aurier,Serge Aurier,29,174,74,Côte d'Ivoire,78,78,0,2059,433,"RB,RWB",RB,Nottingham Forest,12500000,59000,23800000,RES,2023,24,2022,FALSE,Not in team,,,,,,
779,V. Rongier,Valentin Rongier,27,172,70,France,78,79,1,2121,448,"CM,CDM,RB",CDM,Olympique de Marseille,16000000,40000,31600000,CM,2024,21,2019,FALSE,Not in team,,,,,,
765,M. Senesi,Marcos Senesi,25,183,78,Argentina,78,83,5,1857,402,CB,CB,AFC Bournemouth,18500000,44000,38400000,SUB,2026,25,2022,FALSE,Not in team,,,,,,
707,G. Vicario,Guglielmo Vicario,25,188,76,Italy,78,82,4,1060,417,GK,GK,Empoli,15500000,10000,29100000,GK,2024,13,2022,FALSE,Not in team,,,,,,
698,J. Pavlenka,Ji?í Pavlenka,30,196,81,Czech Republic,78,78,0,1059,404,GK,GK,SV Werder Bremen,9500000,21000,17100000,GK,2023,1,2017,FALSE,Not in team,,,,,,
699,A. Saelemaekers,Alexis Saelemaekers,23,180,72,Belgium,78,82,4,2036,437,"RW,RM",RM,AC Milan,20000000,57000,35500000,SUB,2026,56,2020,FALSE,Belgium,,,,,,
700,Melendo,Óscar Melendo Jiménez,24,167,63,Spain,78,82,4,1916,407,"CAM,RM,CM",CAM,Granada CF,20000000,12000,33500000,SUB,2023,21,2022,FALSE,Not in team,,,,,,
701,R. Kolo Muani,Randal Kolo Muani,23,187,73,France,78,84,6,1829,399,"ST,RM",ST,Eintracht Frankfurt,22500000,29000,42800000,ST,2027,9,2022,FALSE,Not in team,,,,,,
702,A. Haidara,Amadou Haidara,24,175,72,Mali,78,82,4,2056,436,"CM,CDM,RM",CM,RB Leipzig,20000000,43000,35500000,CDM,2025,8,2019,FALSE,Not in team,,,,,,
703,Pedro Neto,Pedro Lomba Neto,22,172,62,Portugal,78,85,7,1839,398,"LW,RW,ST",CAM,Wolverhampton Wanderers,28500000,72000,59900000,RW,2027,7,2019,FALSE,Not in team,,,,,,
704,M. Gómez,Maximiliano Gómez,25,186,84,Uruguay,78,80,2,1890,396,ST,ST,Trabzonspor,18000000,40000,35600000,ST,2025,30,2022,FALSE,Not in team,,,,,,
705,N. Lang,Noa Lang,23,179,69,Netherlands,78,85,7,2017,431,"LW,RW,ST",CAM,Club Brugge KV,28000000,27000,44800000,ST,2025,10,2021,FALSE,Not in team,,,,,,
706,S. Kalajdži?,Saša Kalajdži?,24,200,93,Austria,78,82,4,1829,395,ST,ST,Wolverhampton Wanderers,20500000,72000,40500000,SUB,2027,18,2022,FALSE,Not in team,,,,,,
708,N. De la Cruz,Nicolás De la Cruz,25,167,65,Uruguay,78,79,1,2197,460,"CM,CAM,RM",CAM,River Plate,16500000,19000,24300000,CM,2022,11,2017,FALSE,Not in team,,,,,,
719,S. Gigot,Samuel Gigot,28,187,75,France,78,79,1,1808,390,CB,CB,Olympique de Marseille,13500000,38000,26700000,CB,2025,4,2022,FALSE,Not in team,,,,,,
709,C. Hudson-Odoi,Callum Hudson-Odoi,21,182,76,England,78,84,6,1926,412,"LM,RM,RWB",RM,Bayer 04 Leverkusen,22500000,69000,0,LM,2023,17,2017,TRUE,Not in team,,,,,,
710,H. Traorè,Hamed Junior Traorè,22,177,77,Côte d'Ivoire,78,87,9,2014,426,"LM,LW,CAM",CAM,U.S. Sassuolo Calcio,31500000,30000,59900000,SUB,2024,23,2021,FALSE,Not in team,,,,,,
711,Junior Messias,Junior Messias,31,179,70,Brazil,78,78,0,1958,420,"RW,RM",RW,AC Milan,11500000,65000,19600000,RW,2024,30,2022,FALSE,Not in team,,,,,,
712,N. Vlaši?,Nikola Vlaši?,24,178,79,Croatia,78,83,5,2005,427,"LM,CAM",CAM,Torino F.C.,21000000,57000,0,RF,2023,16,2021,TRUE,Croatia,,,,,,
713,M. Guéhi,Marc Guéhi,21,182,82,England,78,86,8,1760,392,CB,CB,Crystal Palace,29500000,36000,62000000,CB,2026,6,2021,FALSE,Not in team,,,,,,
714,E. Elmas,Eljif Elmas,22,184,74,North Macedonia,78,85,7,2012,439,"CAM,CM",CAM,Napoli,28500000,44000,54200000,SUB,2025,7,2019,FALSE,Not in team,,,,,,
715,P. Rajkovi?,Predrag Rajkovi?,26,191,85,Serbia,78,81,3,1060,412,GK,GK,RCD Mallorca,14000000,21000,31900000,GK,2026,1,2022,FALSE,Not in team,,,,,,
716,K. Mavropanos,Konstantinos Mavropanos,24,194,89,Greece,78,83,5,1789,407,"CB,RB",CB,VfB Stuttgart,19000000,22000,35600000,CB,2025,5,2022,FALSE,Not in team,,,,,,
717,C. Baumgartner,Christoph Baumgartner,22,180,73,Austria,78,84,6,1915,400,"CAM,CM,LM",CAM,TSG Hoffenheim,22500000,32000,42800000,CM,2025,14,2018,FALSE,Austria,,,,,,
697,B. Sosa,Borna Sosa,24,187,79,Croatia,78,83,5,1969,429,"LB,LM",LWB,VfB Stuttgart,20000000,22000,37500000,LWB,2025,24,2018,FALSE,Croatia,,,,,,
696,M. Simakan,Mohamed Simakan,22,187,82,France,78,86,8,1793,395,CB,CB,RB Leipzig,29500000,39000,56100000,SUB,2026,2,2021,FALSE,Not in team,,,,,,
695,T. Roberts,Tanaka Roberts,29,178,82,Zimbabwe,78,78,0,1929,404,ST,ST,AFC Richmond,14000000,57000,26600000,SUB,2023,16,2019,FALSE,Not in team,,,,,,
693,C. Hughes,Colin Hughes,26,178,73,Wales,78,78,0,1797,380,"LM,LW",LM,AFC Richmond,15500000,50000,29500000,LM,2024,12,2018,FALSE,Not in team,,,,,,
675,Jadson Bardeira,Jadson Bardeira Cunha,22,187,85,Brazil,78,78,0,1831,393,ST,ST,Sport Club Corinthians Paulista,17000000,31000,32299999,ST,2025,9,2022,FALSE,Brazil,,,,,,
764,M. Kean,Moise Kean,22,182,72,Italy,78,86,8,1878,410,"ST,LW",ST,Juventus,32000000,41000,0,SUB,2023,18,2019,TRUE,Italy,,,,,,
676,A. Bay?nd?r,Altay Bay?nd?r,24,198,73,Turkey,78,82,4,1154,413,GK,GK,Fenerbahçe SK,16000000,39000,31600000,GK,2023,1,2019,FALSE,Not in team,,,,,,
677,Puado,Javier Puado Díaz,24,177,69,Spain,78,83,5,2025,434,"LM,RM,ST",ST,RCD Espanyol de Barcelona,21000000,19000,45700000,RM,2025,7,2017,FALSE,Not in team,,,,,,
678,S. Diop,Sofiane Diop,22,175,65,France,78,86,8,1959,409,"LM,RM,CF",CAM,OGC Nice,31500000,38000,66200000,LM,2027,10,2022,FALSE,Not in team,,,,,,
679,A. Bah,Alexander Bah,24,183,76,Denmark,78,82,4,2054,450,"RB,RM",RB,SL Benfica,18500000,12000,38400000,SUB,2027,6,2022,FALSE,Denmark,,,,,,
680,J. Todibo,Jean-Clair Todibo,22,190,88,France,78,84,6,1812,402,CB,CB,OGC Nice,20500000,34000,43100000,CB,2026,25,2021,FALSE,Not in team,,,,,,
681,J. Álvarez,Julián Álvarez,22,173,71,Argentina,78,86,8,2122,445,"ST,RW,LW",CAM,Manchester City,32000000,100000,65599999,SUB,2027,19,2022,FALSE,Argentina,,,,,,
682,E. Fernández,Enzo Fernández,21,180,77,Argentina,78,87,9,2133,451,"CM,CDM",CM,SL Benfica,31500000,12000,69300000,CM,2027,13,2022,FALSE,Not in team,,,,,,
683,A. Espino,Alfonso Espino,30,172,71,Uruguay,78,78,0,2028,447,LB,LB,Cádiz CF,12000000,30000,25200000,LB,2023,22,2019,FALSE,Not in team,,,,,,
684,Emerson Royal,Emerson Leite De Souza,23,181,79,Brazil,78,82,4,2015,432,"RWB,RB",RWB,Tottenham Hotspur,18500000,63000,36500000,RWB,2026,12,2021,FALSE,Not in team,,,,,,
685,T. Holeš,Tomáš Holeš,29,180,73,Czech Republic,78,78,0,2106,449,"CDM,CB",CDM,SK Slavia Praha,12000000,1000,26400000,CDM,2026,3,2019,FALSE,Czech Republic,,,,,,
686,C. De Ketelaere,Charles De Ketelaere,21,192,79,Belgium,78,88,10,2067,438,"ST,LW",CAM,AC Milan,32000000,49000,60800000,SUB,2027,90,2022,FALSE,Not in team,,,,,,
687,Gabriel Martinelli,Gabriel Teodoro Martinelli Silva,21,178,75,Brazil,78,88,10,1916,419,LM,RM,Arsenal,31500000,56000,66200000,LM,2024,11,2019,FALSE,Not in team,,,,,,
688,J. Veerman,Joey Veerman,23,185,75,Netherlands,78,83,5,2033,435,"CM,CDM,CAM",CM,PSV,21000000,18000,31000000,CM,2026,23,2022,FALSE,Not in team,,,,,,
689,P. Kalulu,Pierre Kalulu,22,184,69,France,78,85,7,1947,421,"CB,RB",CB,AC Milan,26500000,47000,50400000,CB,2025,20,2020,FALSE,Not in team,,,,,,
690,P. Hincapié,Piero Hincapié,20,184,76,Ecuador,78,85,7,1842,409,"LB,CB",CB,Bayer 04 Leverkusen,26500000,33000,50400000,LB,2026,3,2021,FALSE,Not in team,,,,,,
691,Evanilson,F. Evanilson de Lima Barbosa,22,181,77,Brazil,78,86,8,1796,386,ST,ST,FC Porto,32000000,15000,70400000,ST,2025,30,2020,FALSE,Not in team,,,,,,
692,G. Mamardashvili,Giorgi Mamardashvili,21,199,88,Georgia,78,84,6,1082,438,GK,GK,Valencia CF,18500000,17000,42600000,GK,2027,25,2022,FALSE,Not in team,,,,,,
718,R. Faivre,Romain Faivre,23,180,69,France,78,84,6,2086,434,"RM,CAM",CAM,Olympique Lyonnais,22000000,52000,46200000,CM,2026,15,2022,FALSE,Not in team,,,,,,
694,A. Dixon,Ash Dixon,26,170,72,England,78,81,3,2033,430,RB,RWB,AFC Richmond,17000000,46000,33600000,RB,2024,2,2019,FALSE,Not in team,,,,,,
720,G. Maripán,Guillermo Maripán,28,193,83,Chile,78,80,2,1594,344,CB,CB,AS Monaco,14000000,48000,27700000,CB,2024,3,2019,FALSE,Not in team,,,,,,
743,P. Bamford,Patrick Bamford,28,185,71,England,78,78,0,1942,420,ST,ST,Leeds United,14500000,48000,27600000,ST,2026,9,2018,FALSE,Not in team,,,,,,
745,S. Dimitrievski,Stole Dimitrievski,28,188,84,North Macedonia,78,79,1,1220,427,GK,GK,Rayo Vallecano,11000000,18000,23900000,GK,2024,1,2019,FALSE,Not in team,,,,,,
746,M. Cornet,Maxwel Cornet,25,179,69,Côte d'Ivoire,78,81,3,2130,455,"LM,CF,LB",ST,West Ham United,18500000,63000,36500000,SUB,2027,14,2022,FALSE,Not in team,,,,,,
747,A. Mitrovi?,Aleksandar Mitrovi?,27,189,90,Serbia,78,78,0,1818,385,ST,ST,Fulham,15000000,63000,28500000,ST,2024,9,2018,FALSE,Not in team,,,,,,
748,L. Alario,Lucas Alario,29,185,78,Argentina,78,78,0,1827,381,ST,ST,Eintracht Frankfurt,14000000,35000,23800000,SUB,2025,21,2022,FALSE,Not in team,,,,,,
749,E. Rigoni,Emiliano Rigoni,29,180,70,Argentina,78,78,0,1961,414,"RM,ST,LM",RM,Austin FC,14000000,11000,21000000,SUB,2024,77,2022,FALSE,Not in team,,,,,,
750,A. Miranchuk,Alexey Miranchuk,26,182,74,Russia,78,79,1,1875,393,"CAM,CF",CAM,Torino F.C.,16500000,48000,0,SUB,2023,59,2020,TRUE,Not in team,,,,,,
751,T. Strakosha,Thomas Strakosha,27,193,78,Albania,78,81,3,1202,427,GK,GK,Brentford,14000000,37000,27700000,SUB,2026,22,2022,FALSE,Not in team,,,,,,
752,Gilberto,Gilberto Moraes Júnior,29,181,76,Brazil,78,78,0,2016,433,RB,RB,SL Benfica,12500000,15000,25000000,RB,2025,2,2020,FALSE,Not in team,,,,,,
754,Rubén Peña,Rubén Peña Jiménez,30,170,65,Spain,78,78,0,2058,436,"RB,RM,LB",RB,CA Osasuna,12000000,28000,25200000,SUB,2025,15,2022,FALSE,Not in team,,,,,,
755,J. Martínez,Josef Martínez,29,173,74,Venezuela,78,78,0,1893,394,ST,ST,Atlanta United,14000000,12000,21000000,SUB,2023,7,2017,FALSE,Not in team,,,,,,
756,M. Halstenberg,Marcel Halstenberg,30,188,87,Germany,78,78,0,2066,428,"CB,LWB",CB,RB Leipzig,11500000,46000,19600000,SUB,2024,23,2015,FALSE,Not in team,,,,,,
757,J. Quintero,Juan Fernando Quintero,29,168,67,Colombia,78,78,0,1949,398,"CAM,RM",CAM,River Plate,14000000,16000,0,SUB,2022,10,2021,TRUE,Not in team,,,,,,
758,Pacheco,Fernando Pacheco Flores,30,186,81,Spain,78,79,1,1290,426,GK,GK,Unión Deportiva Almería,10500000,21000,23900000,SUB,2026,1,2022,FALSE,Not in team,,,,,,
759,Romarinho,Romário Ricardo da Silva,31,174,69,Brazil,78,78,0,1950,409,"CF,CAM,LM",CF,Al Ittihad,12000000,45000,20400000,ST,2024,90,2018,FALSE,Not in team,,,,,,
760,N. Aké,Nathan Aké,27,180,75,Netherlands,78,80,2,1978,423,"CB,LB",CB,Manchester City,15000000,95000,28900000,SUB,2025,6,2020,FALSE,Netherlands,,,,,,
761,Óliver Torres,Óliver Torres Muñoz,27,175,70,Spain,78,79,1,1948,399,"CM,LW",CM,Sevilla FC,16000000,29000,34800000,SUB,2024,21,2019,FALSE,Not in team,,,,,,
763,J. Veltman,Joël Veltman,30,184,75,Netherlands,78,78,0,1865,405,"CB,RB,RWB",CB,Brighton & Hove Albion,11500000,58000,21900000,CB,2023,34,2020,FALSE,Not in team,,,,,,
721,G. Simeone,Giovanni Simeone,26,181,81,Argentina,78,79,1,1978,412,ST,ST,Napoli,17000000,33000,0,ST,2023,18,2022,TRUE,Not in team,,,,,,
762,J. Hector,Jonas Hector,32,185,75,Germany,78,78,0,2037,427,"LB,CDM",LB,1. FC Köln,9500000,28000,17100000,LB,2023,14,2012,FALSE,Not in team,,,,,,
744,J. Lingard,Jesse Lingard,29,175,60,England,78,78,0,2046,426,CAM,CAM,Nottingham Forest,14000000,65000,26600000,CAM,2023,11,2022,FALSE,Not in team,,,,,,
753,P. Gollini,Pierluigi Gollini,27,194,94,Italy,78,81,3,1238,431,GK,GK,Fiorentina,14000000,36000,0,GK,2023,95,2018,TRUE,Not in team,,,,,,
742,A. Plea,Alassane Plea,29,181,79,France,78,78,0,2048,420,CF,CAM,Borussia Mönchengladbach,14000000,35000,23800000,LM,2025,14,2018,FALSE,Not in team,,,,,,
732,M. Rits,Mats Rits,28,178,72,Belgium,78,78,0,2093,445,"CDM,CM",CDM,Club Brugge KV,12500000,27000,17500000,SUB,2024,26,2018,FALSE,Not in team,,,,,,
722,Paulinho,João Paulo Dias Fernandes,29,187,88,Portugal,78,78,0,1950,408,ST,ST,Sporting CP,14000000,18000,28000000,SUB,2025,20,2021,FALSE,Not in team,,,,,,
723,T. Stepanenko,Taras Stepanenko,32,181,76,Ukraine,78,78,0,1992,423,CDM,CDM,Shakhtar Donetsk,9500000,1000,20900000,CDM,2024,6,2010,FALSE,Ukraine,,,,,,
741,S. Romero,Sergio Romero,35,192,86,Argentina,78,78,0,1288,432,GK,GK,Boca Juniors,1600000,10000,2200000,SUB,2024,25,2022,FALSE,Not in team,,,,,,
724,Portu,Cristian Portugues Manzanera,30,167,66,Spain,78,78,0,2103,443,"RM,LM",RM,Getafe CF,13500000,33000,0,LM,2023,9,2019,TRUE,Not in team,,,,,,
725,Juan Bernat,Juan Bernat Velasco,29,170,67,Spain,78,78,0,2054,428,LB,LB,Paris Saint-Germain,12500000,68000,23100000,SUB,2025,14,2018,FALSE,Not in team,,,,,,
726,Mário Rui,Mário Rui Silva Duarte,31,170,67,Portugal,78,78,0,2057,422,LB,LB,Napoli,10000000,47000,17000000,LB,2025,6,2018,FALSE,Not in team,,,,,,
727,R. Ruidíaz,Raúl Ruidíaz,31,169,66,Peru,78,78,0,1953,409,ST,ST,Seattle Sounders FC,12000000,12000,18000000,ST,2024,9,2018,FALSE,Not in team,,,,,,
728,C. Dawson,Craig Dawson,32,188,77,England,78,78,0,1729,366,CB,CB,West Ham United,9000000,60000,17100000,RES,2023,15,2021,FALSE,Not in team,,,,,,
730,R. Pereyra,Roberto Pereyra,31,182,77,Argentina,78,78,0,2103,448,"CM,CAM",CM,Udinese Calcio,11500000,20000,19600000,CM,2023,37,2020,FALSE,Not in team,,,,,,
731,Mario Gaspar,Mario Gaspar Pérez Martínez,31,180,77,Spain,78,78,0,2036,438,RB,RB,Watford,10000000,43000,19000000,SUB,2023,3,2022,FALSE,Not in team,,,,,,
729,Víctor Ruiz,Víctor Ruiz Torre,33,185,78,Spain,78,78,0,1765,366,CB,CB,Real Betis Balompié,6500000,24000,13700000,SUB,2023,6,2020,FALSE,Not in team,,,,,,
739,M. Özil,Mesut Özil,33,180,70,Germany,78,78,0,1790,370,"CAM,RM",CAM,?stanbul Ba?ak?ehir FK,9000000,40000,18000000,RES,2023,10,2022,FALSE,Not in team,,,,,,
740,C. Bravo,Claudio Bravo,39,184,80,Chile,78,78,0,1480,451,GK,GK,Real Betis Balompié,1600000,11000,3400000,SUB,2023,25,2020,FALSE,Not in team,,,,,,
733,M. Hitz,Marwin Hitz,34,194,91,Switzerland,78,78,0,1226,431,GK,GK,FC Basel 1893,2400000,17000,3600000,GK,2025,1,2022,FALSE,Not in team,,,,,,
734,B. Mee,Ben Mee,32,180,82,England,78,78,0,1779,380,CB,CB,Brentford,9000000,46000,17100000,CB,2024,16,2022,FALSE,Not in team,,,,,,
735,A. Cresswell,Aaron Cresswell,32,175,66,England,78,78,0,2038,419,"LB,CB",LB,West Ham United,9500000,60000,18100000,LB,2023,3,2014,FALSE,Not in team,,,,,,
736,G. Bonaventura,Giacomo Bonaventura,32,181,75,Italy,78,78,0,2136,439,CM,CM,Fiorentina,11000000,52000,18700000,CM,2023,5,2020,FALSE,Not in team,,,,,,
